No.,Time,Src Port,Dst Port,Source,Destination,Protocol,Length,Type
312,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
313,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
314,2017-01-19 18:09:52,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
315,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
316,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
317,2017-01-19 18:09:52,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
318,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
319,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
320,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
321,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
322,2017-01-19 18:09:52,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
323,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
324,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
325,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
326,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
327,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
328,2017-01-19 18:09:52,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
329,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
330,2017-01-19 18:09:52,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
331,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
332,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
333,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
334,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
335,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
336,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,800,N
337,2017-01-19 18:09:52,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
338,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
339,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
340,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1157,N
341,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
342,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
343,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
344,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
345,2017-01-19 18:09:52,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
346,2017-01-19 18:09:52,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
347,2017-01-19 18:09:52,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
348,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
349,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
350,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
351,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
352,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1157,N
353,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
354,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
355,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
356,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
357,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
358,2017-01-19 18:09:52,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
359,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
360,2017-01-19 18:09:52,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
361,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
362,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1276,N
363,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
364,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
365,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1157,N
366,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
367,2017-01-19 18:09:52,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
368,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
369,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395,N
370,2017-01-19 18:09:52,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
371,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
372,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514,N
373,2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,638,N
374,2017-01-19 18:09:52,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
375,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,1395,N
376,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,1514,N
377,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,1276,N
378,2017-01-19 18:09:52,49297,80,10.1.19.102,92.53.119.137,TCP,60,N
379,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,1514,N
380,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,1514,N
381,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,1157,N
382,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,1514,N
383,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,1276,N
384,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,1395,N
385,2017-01-19 18:09:52,49297,80,10.1.19.102,92.53.119.137,TCP,60,N
386,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,284,N
387,2017-01-19 18:09:52,49297,80,10.1.19.102,92.53.119.137,TCP,60,N
388,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,284,N
389,2017-01-19 18:09:52,49297,80,10.1.19.102,92.53.119.137,TCP,60,N
390,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,1395,N
391,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,1395,N
392,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,1395,N
393,2017-01-19 18:09:52,49297,80,10.1.19.102,92.53.119.137,TCP,60,N
394,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,1514,N
395,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,1514,N
396,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,1157,N
397,2017-01-19 18:09:52,49297,80,10.1.19.102,92.53.119.137,TCP,60,N
398,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,1514,N
399,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,1276,N
400,2017-01-19 18:09:52,49297,80,10.1.19.102,92.53.119.137,TCP,60,N
401,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,1514,N
402,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,1276,N
403,2017-01-19 18:09:52,49297,80,10.1.19.102,92.53.119.137,TCP,60,N
404,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,1395,N
405,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,1395,N
406,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,1395,N
407,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,1514,N
408,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,1514,N
409,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,1157,N
410,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,1395,N
411,2017-01-19 18:09:52,49297,80,10.1.19.102,92.53.119.137,TCP,60,N
412,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,1514,N
413,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,TCP,1276,N
414,2017-01-19 18:09:52,80,49297,92.53.119.137,10.1.19.102,HTTP,766,N
415,2017-01-19 18:09:52,49297,80,10.1.19.102,92.53.119.137,TCP,60,N
416,2017-01-19 18:09:52,49297,80,10.1.19.102,92.53.119.137,TCP,60,N
417,2017-01-19 18:09:52,49288,80,10.1.19.102,92.53.119.137,TCP,60,N
418,2017-01-19 18:09:52,49287,80,10.1.19.102,92.53.119.137,TCP,60,N
419,2017-01-19 18:09:53,49309,80,10.1.19.102,92.53.119.137,TCP,66,N
420,2017-01-19 18:09:53,80,49309,92.53.119.137,10.1.19.102,TCP,60,N
421,2017-01-19 18:09:53,49309,80,10.1.19.102,92.53.119.137,TCP,60,N
422,2017-01-19 18:09:53,49309,80,10.1.19.102,92.53.119.137,HTTP,545,N
423,2017-01-19 18:09:53,80,49309,92.53.119.137,10.1.19.102,TCP,60,N
424,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
425,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
426,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
427,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
428,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
429,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1157,N
430,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
431,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
432,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
433,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
434,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
435,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
436,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
437,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
438,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
439,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
440,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
441,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
442,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
443,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
444,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
445,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
446,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
447,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
448,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
449,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
450,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
451,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
452,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
453,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
454,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
455,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
456,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
457,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
458,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
459,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
460,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
461,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
462,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
463,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
464,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
465,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
466,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
467,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
468,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
469,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
470,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
471,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
472,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
473,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
474,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1157,N
475,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
476,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
477,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
478,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
479,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
480,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
481,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
482,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1157,N
483,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
484,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
485,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
486,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
487,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
488,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
489,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
490,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
491,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
492,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
493,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
494,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
495,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
496,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
497,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
498,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
499,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
500,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
501,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
502,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
503,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
504,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
505,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
506,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
507,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
508,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
509,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
510,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
511,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
512,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
513,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
514,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
515,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
516,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
517,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
518,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
519,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
520,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
521,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
522,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
523,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
524,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
525,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
526,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
527,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
528,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
529,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
530,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
531,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
532,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
533,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
534,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
535,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
536,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
537,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
538,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
539,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
540,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
541,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
542,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
543,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
544,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
545,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
546,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
547,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
548,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
549,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
550,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
551,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
552,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
553,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
554,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
555,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
556,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
557,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
558,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
559,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
560,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
561,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1157,N
562,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
563,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
564,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
565,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
566,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
567,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
568,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
569,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
570,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
571,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
572,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
573,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
574,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
575,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
576,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
577,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
578,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
579,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
580,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
581,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
582,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
583,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
584,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
585,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
586,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
587,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
588,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
589,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1038,N
590,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
591,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
592,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
593,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
594,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
595,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
596,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
597,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
598,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
599,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
600,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
601,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
602,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
603,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
604,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
605,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
606,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
607,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
608,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
609,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
610,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
611,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
612,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
613,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
614,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
615,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
616,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1157,N
617,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
618,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
619,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
620,2017-01-19 18:09:54,49308,80,10.1.19.102,92.53.119.137,TCP,60,N
621,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1514,N
622,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1276,N
623,2017-01-19 18:09:54,80,49308,92.53.119.137,10.1.19.102,TCP,1395,N
